BeerID,Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,SugarScale,BrewMethod
3499,Cream Ale,Irish Cream Ale,45.42,1.045,1.013,4.28,13.9,2.95,49.21,60,1.042,70.0,Specific Gravity,Partial Mash
3503,Honey Amber Ale,Irish Red Ale,22.71,1.057,1.016,5.39,22.34,14.06,11.36,60,1.115,35.0,Specific Gravity,extract
3519,Research 005 Irish Red Ale by Jamil Zainashe...,Irish Red Ale,19.87,1.058,1.016,5.45,27.48,18.16,30.28,75,1.038,65.0,Specific Gravity,BIAB
3554,ANGRY IRISHMAN (GINGER BEARD),Irish Red Ale,20.82,1.06,1.016,5.81,60.23,14.94,28.39,60,1.044,68.0,Specific Gravity,All Grain
3568,Guiness Clone,Irish Dry Stout,24.61,1.04,1.01,3.95,45.09,36.51,30.28,60,1.033,77.0,Specific Gravity,All Grain
3573,Golden Plains Cream Ale,Irish Cream Ale,20.82,1.051,1.013,4.98,13.96,3.11,28.39,60,1.042,70.0,Specific Gravity,All Grain
3586,Cream Ale,Irish Cream Ale,18.93,1.053,1.013,5.17,22.65,5.13,9.46,60,1.105,35.0,Specific Gravity,extract
3613,Maple Cream Ale,Irish Cream Ale,25.0,1.048,1.011,4.85,19.9,6.84,28.0,60,1.043,55.0,Specific Gravity,All Grain
3619,Epoch - RED ALErt (Communist Era),Irish Red Ale,25.0,1.055,1.01,5.84,24.19,15.24,29.0,60,1.047,70.0,Specific Gravity,All Grain
3685,Red Kilt Celtic Ale,Irish Red Ale,18.93,1.057,1.018,5.19,23.03,15.33,24.23,60,1.045,70.0,Specific Gravity,All Grain
3746,#16 Vienna lager,Irish Lager,19.5,1.048,1.012,4.72,24.19,8.89,24.0,75,1.0390000000000001,61.0,Specific Gravity,BIAB
3769,Orange cream ale,Irish Cream Ale,18.93,1.07,1.016,7.11,22.61,4.97,22.71,60,1.058,90.0,Specific Gravity,Partial Mash
3823,Lakefront Red Ale,Irish Red Ale,41.64,1.064,1.018,6.02,45.09,12.59,51.1,90,1.052,75.0,Specific Gravity,All Grain
3851,Cream of Three Crops,Irish Cream Ale,34.07,1.04,1.008,4.25,18.47,2.73,45.42,90,1.03,65.0,Specific Gravity,BIAB
3853,Red Top Road- Vienna Lager,Irish Lager,102.21,1.055,1.01,5.86,35.38,11.69,113.56,90,1.042,74.0,Specific Gravity,All Grain
3890,Tank 7-ish clone,Irish Pale Ale,19.87,1.072,1.004,9.22,51.58,4.6,26.5,90,1.054,57.5,Specific Gravity,All Grain
3939,XXX STOUT,Irish Extra Stout,37.85,1.095,1.037,7.65,47.8,49.13,37.85,60,1.095,35.0,Specific Gravity,extract
3956,Belgian Pale Ale,Irish Pale Ale,21.0,1.052,1.0090000000000001,5.63,25.48,7.97,26.5,90,1.041,78.0,Specific Gravity,All Grain
3962,Cream Ale (Strawberry Crush),Irish Cream Ale,20.82,1.0659999999999998,1.022,5.8,2.5,7.14,28.39,60,1.048,80.0,Specific Gravity,All Grain
3968,Fruit Beer - Incognito Blueberry Irish RedAl...,Irish Red Ale,20.82,1.058,1.013,5.97,25.47,16.49,28.39,60,1.043,75.0,Specific Gravity,All Grain
4006,Ale Lalas,Irish Red Ale,14.0,1.061,1.015,6.0,34.47,20.97,22.0,60,1.0390000000000001,46.5,Specific Gravity,All Grain
4015,One Eyed Cream,Irish Cream Ale,37.85,1.05,1.015,4.5,59.65,4.21,45.42,60,1.041,70.0,Specific Gravity,All Grain
4026,#005 Cream Ale,Irish Cream Ale,10.41,1.056,1.01,6.04,26.9,3.43,15.61,60,1.037,75.0,Specific Gravity,BIAB
4041,Pumpkin Spice Latte Cream Ale,Irish Cream Ale,20.82,1.057,1.012,5.9,15.08,3.33,28.39,60,1.042,75.0,Specific Gravity,All Grain
4043,Imperial Cream Ale,Irish Cream Ale,24.61,1.0759999999999998,1.022,7.15,37.57,3.81,32.18,90,1.058,75.0,Specific Gravity,All Grain
4101,Angry Leprechaun - St. Paddy's 2013,Irish Red Ale,20.82,1.054,1.015,5.02,22.29,13.4,26.5,60,1.042,70.0,Specific Gravity,Partial Mash
4142,Vienna Lager,Irish Lager,25.0,1.057,1.015,5.41,29.16,13.14,33.0,90,1.043,75.0,Specific Gravity,All Grain
4146,Adam's Mexican Style Vienna Lager,Irish Lager,18.93,1.067,1.0170000000000001,6.54,0.0,9.89,18.93,60,1.042,75.0,Specific Gravity,All Grain
4171,New Belgium Brewing Trippel Clone.,Irish Pale Ale,18.93,1.0659999999999998,1.016,6.49,29.5,4.99,20.82,60,1.06,35.0,Specific Gravity,extract
4174,Irish Extra Stout,Irish Extra Stout,20.82,1.057,1.011,6.13,46.83,47.63,25.55,60,1.047,70.0,Specific Gravity,BIAB
4179,Episode 004 - Scotty's Scottish Red Ale,Irish Red Ale,20.82,1.046,1.013,4.42,18.22,14.28,11.36,45,1.084,35.0,Specific Gravity,extract
4210,Strawberry Cream Ale,Irish Cream Ale,20.82,1.045,1.011,4.51,38.97,4.3,24.61,60,1.038,70.0,Specific Gravity,All Grain
4226,Big Ben- Peat Red Ale,Irish Red Ale,18.93,1.064,1.016,6.31,0.0,16.27,18.93,60,1.042,75.0,Specific Gravity,All Grain
4227,Ragin Red Honey Red Ale,Irish Red Ale,20.82,1.058,1.013,5.85,0.0,15.6,26.5,60,1.042,75.0,Specific Gravity,All Grain
4230,Brookhurst,Irish Pale Ale,37.85,1.063,1.018,5.91,29.31,5.54,47.32,60,1.05,75.0,Specific Gravity,All Grain
4285,NB La Petite Orange Blanche,Irish Pale Ale,20.82,1.054,1.008,6.03,18.89,8.41,28.39,60,1.04,85.0,Specific Gravity,BIAB
4288,Midwest - Louisville Slugger Bourbon Cream A...,Irish Cream Ale,20.82,1.069,1.0190000000000001,6.49,18.5,8.04,22.71,60,1.063,70.0,Specific Gravity,All Grain
4307,6 Hilda Red,Irish Red Ale,20.82,1.054,1.014,5.33,22.46,14.55,26.5,60,1.043,70.0,Specific Gravity,All Grain
4329,Nenna Irish Red Ale,Irish Red Ale,18.0,1.048,1.012,4.77,22.62,11.02,25.0,60,1.033,68.0,Specific Gravity,All Grain
4338,Red Rage Red Ale (RA),Irish Red Ale,23.0,1.057,1.013,5.8,43.04,13.59,34.0,60,1.038,65.0,Specific Gravity,BIAB
4344,Belgian Pale Ale,Irish Pale Ale,22.71,1.051,1.012,5.14,19.38,7.49,30.28,60,1.038,75.0,Specific Gravity,BIAB
4345,Leffe Blond,Irish Pale Ale,18.0,1.067,1.016,6.62,25.57,4.21,22.0,60,1.055,68.0,Specific Gravity,BIAB
4379,Vienna Lager,Irish Lager,41.64,1.056,1.0170000000000001,5.09,28.8,11.09,51.1,60,1.045,75.0,Specific Gravity,All Grain
4414,Stout Dry,Irish Dry Stout,80.0,1.072,1.021,6.77,44.4,45.23,100.0,60,1.058,70.0,Specific Gravity,All Grain
4427,McTony's Irish Red Ale,Irish Red Ale,20.82,1.06,1.016,5.79,27.7,21.15,26.5,90,1.047,73.0,Specific Gravity,All Grain
4480,Cream Ale,Irish Cream Ale,21.77,1.047,1.01,4.8,15.94,2.98,31.23,60,1.03,71.0,Specific Gravity,All Grain
4508,Vienna lager,Irish Lager,20.8,1.052,1.0090000000000001,5.62,26.65,11.44,28.4,60,1.038,80.0,Specific Gravity,All Grain
4517,Drake's Golden Hind Lager II,Irish Cream Ale,24.61,1.051,1.016,4.63,14.05,2.72,32.18,80,1.0390000000000001,80.0,Specific Gravity,All Grain
4529,Awesome Recipe,Irish Cream Ale,20.82,1.065,1.018,6.1,35.0,9.22,26.5,60,1.042,70.0,Specific Gravity,All Grain
4584,Irish Cream Ale,Irish Red Ale,18.93,1.034,1.0090000000000001,3.24,43.44,17.6,28.39,90,1.023,35.0,Specific Gravity,All Grain
4593,Belgisk blonde,Irish Pale Ale,26.0,1.026,0.9990000000000001,3.44,30.25,3.01,28.0,90,1.024,55.0,Specific Gravity,All Grain
4601,Oatmeal Belgian Pale Ale V1.1,Irish Pale Ale,22.71,1.053,1.012,5.37,23.94,6.55,28.01,60,1.042,80.0,Specific Gravity,BIAB
4604,Orange Creamsicle Ale,Irish Cream Ale,20.82,1.045,1.011,4.48,20.99,2.96,28.39,60,1.033,70.0,Specific Gravity,BIAB
4612,Bishop Garity's Irish Red,Irish Red Ale,20.82,1.055,1.016,5.16,26.23,15.96,26.5,60,1.042,70.0,Specific Gravity,All Grain
4623,Munich Lager,Irish Lager,20.82,1.055,1.015,5.22,25.19,10.7,26.5,90,1.043,70.0,Specific Gravity,All Grain
4644,Welsh's Irish Red Ale,Irish Red Ale,18.93,1.06,1.015,5.9,0.0,20.02,28.39,60,1.042,75.0,Specific Gravity,All Grain
4668,All Grain Irish Red,Irish Red Ale,15.14,1.055,1.013,5.47,22.37,14.41,28.39,60,1.0290000000000001,70.0,Specific Gravity,All Grain
4696,Cream of Three Crops,Irish Cream Ale,24.61,1.041,1.008,4.34,13.57,2.08,34.07,90,1.025,75.0,Specific Gravity,All Grain
4715,Golden Age,Irish Pale Ale,20.0,1.051,1.014,4.85,20.91,7.43,26.0,60,1.04,65.0,Specific Gravity,Partial Mash
4723,461 Rainy Irish Red Ale,Irish Red Ale,20.82,1.058,1.0170000000000001,5.4,27.48,15.48,31.53,60,1.0390000000000001,60.0,Specific Gravity,All Grain
4730,Pitchfork Belgian Pale Ale,Irish Pale Ale,18.93,1.0659999999999998,1.016,6.46,0.0,7.63,18.93,60,1.042,75.0,Specific Gravity,Partial Mash
4741,Orange Cream Ale,Irish Cream Ale,20.82,1.069,1.026,5.64,12.56,5.07,28.39,60,1.05,70.0,Specific Gravity,All Grain
4787,Big Red Christmas Truce,Irish Pale Ale,20.82,1.063,1.014,6.48,30.67,11.83,28.39,60,1.046,84.0,Specific Gravity,All Grain
4792,Velfortjent Saison-Jade Variant,Irish Pale Ale,20.82,1.085,1.025,7.88,94.52,5.15,28.39,60,1.062,70.0,Specific Gravity,All Grain
4811,Autumn Rain Red Ale,Irish Red Ale,19.87,1.0659999999999998,1.015,6.65,37.04,17.77,22.71,60,1.058,46.0,Specific Gravity,BIAB
4816,Leffe clone,Irish Pale Ale,23.0,1.0590000000000002,1.012,6.14,26.34,17.48,28.5,90,1.047,75.0,Specific Gravity,All Grain
4822,Irish Red Ale,Irish Red Ale,22.71,1.052,1.014,4.96,30.01,16.9,28.39,60,1.042,35.0,Specific Gravity,extract
4846,#0009 Northern Brewer Cream Ale Kit Clone...,Irish Cream Ale,20.82,1.048,1.012,4.73,41.97,5.67,24.61,60,1.041,35.0,Specific Gravity,extract
4853,Euro Lager,Irish Lager,22.0,1.044,1.0070000000000001,4.95,52.07,5.38,28.5,60,1.034,72.0,Specific Gravity,All Grain
4870,Sam's Lager Clone,Irish Lager,20.82,1.055,1.013,5.52,24.11,7.47,26.5,60,1.042,75.0,Specific Gravity,All Grain
4910,Smoke Red,Irish Red Ale,20.82,1.06,1.0170000000000001,5.64,25.73,18.39,26.5,60,1.042,70.0,Specific Gravity,All Grain
4912,C4D American Cream Ale ? 07.17.15,Irish Cream Ale,20.82,1.058,1.014,5.77,21.59,7.12,28.39,75,1.043,74.0,Specific Gravity,All Grain
5016,Negro Modelo Clone,Irish Lager,62.46,1.05,1.012,4.99,28.51,13.53,75.71,75,1.041,65.0,Specific Gravity,BIAB
5077,Raspberry Cream Ale,Irish Cream Ale,20.82,1.06,1.016,5.84,23.09,5.64,28.39,60,1.044,70.0,Specific Gravity,All Grain
5121,Breakfast of Champions,Irish Cream Ale,18.93,1.073,1.025,6.23,22.82,4.09,28.39,60,1.048,75.0,Specific Gravity,All Grain
5129,Rua Brew,Irish Red Ale,20.82,1.051,1.012,5.18,22.03,10.15,22.71,60,1.04,75.0,Specific Gravity,All Grain
5140,Peach cobbler cream ale,Irish Cream Ale,18.93,1.055,1.013,5.52,19.67,9.27,24.61,60,1.042,35.0,Specific Gravity,extract
5154,Blarney Honey Red Ale,Irish Red Ale,13.25,1.061,1.014,6.17,27.0,15.88,18.93,60,1.043,72.0,Specific Gravity,BIAB
5167,Beet Saison,Irish Pale Ale,58.67,1.052,1.013,5.08,14.03,3.34,68.14,90,1.044,70.0,Specific Gravity,All Grain
5180,Fisher's Larger 2,Irish Lager,20.82,1.05,1.013,4.89,20.61,11.56,28.39,60,1.042,70.0,Specific Gravity,All Grain
5201,Midwest Supplies Irish Red Ale,Irish Red Ale,18.93,1.047,1.012,4.6,0.0,14.53,18.93,60,1.042,75.0,Specific Gravity,extract
5219,U8 : La Discorde,Irish Red Ale,21.0,1.054,1.012,5.49,28.26,11.32,25.5,60,1.045,64.0,Specific Gravity,All Grain
5221,Irish Red Ale 2nd edition,Irish Red Ale,20.8,1.051,1.014,4.84,25.15,14.03,24.6,90,1.043,75.0,Specific Gravity,All Grain
5228,Mash,Irish Cream Ale,20.82,1.109,1.015,12.31,0.0,2.56,25.55,60,1.089,75.0,Specific Gravity,All Grain
5244,Studentergaarden Rød Pils,Irish Lager,25.0,1.047,1.0070000000000001,5.25,22.37,13.21,20.0,60,1.0590000000000002,65.0,Specific Gravity,All Grain
5252,Coffee Cream Ale,Irish Cream Ale,11.36,1.046,1.012,4.5,26.16,4.21,15.14,60,1.035,80.0,Specific Gravity,BIAB
5264,Irish Red Ale 1 Gallon Extract Recipe Kit...,Irish Red Ale,4.73,1.034,1.0090000000000001,3.22,72.54,6.21,3.79,45,1.042,70.0,Specific Gravity,Partial Mash
5281,Hoppy Red Ale,Irish Red Ale,37.85,1.056,1.016,5.29,37.61,22.22,49.21,60,1.043,70.0,Specific Gravity,All Grain
5297,Massive Red,Irish Red Ale,19.87,1.08,1.023,8.06,26.25,12.83,25.36,75,1.042,77.0,Specific Gravity,All Grain
5298,Dr. Morris Jameson's Irish Whiskey Red,Irish Red Ale,18.93,1.0590000000000002,1.015,5.84,0.0,16.43,18.93,60,1.042,75.0,Specific Gravity,All Grain
5332,Flat Tire Clone,Irish Pale Ale,18.93,1.051,1.013,5.06,29.94,15.11,9.46,60,1.103,75.0,Specific Gravity,extract
5371,Diet Stout,Irish Dry Stout,20.82,1.0490000000000002,1.014,4.6,0.0,50.0,27.25,60,1.038,70.0,Specific Gravity,All Grain
5378,Dry Stout,Irish Dry Stout,50.16,1.043,1.01,4.33,33.42,33.04,53.0,60,1.041,73.0,Specific Gravity,All Grain
5393,Experimental Brew II - Irish Red - Side by S...,Irish Red Ale,18.93,1.062,1.014,6.28,79.34,21.74,22.71,60,1.042,70.0,Specific Gravity,All Grain
5414,Irish Red Ale 2 Gallon,Irish Red Ale,7.57,1.0490000000000002,1.014,4.66,20.78,17.03,15.14,90,1.025,65.0,Specific Gravity,All Grain
5419,Midwest Irish Red Ale,Irish Red Ale,20.82,1.047,1.013,4.45,28.64,14.4,28.39,60,1.035,69.0,Specific Gravity,All Grain
5439,Yellowhouse Wheat Lager,Irish Lager,22.71,1.052,1.014,5.01,23.92,10.33,28.39,90,1.042,70.0,Specific Gravity,All Grain
5493,Maltmons Red Ale All Grain Kit,Irish Red Ale,25.0,1.063,1.013,6.54,26.05,14.49,30.0,90,1.052,75.0,Specific Gravity,All Grain
5530,Red Planet (1 gallon),Irish Red Ale,3.79,1.06,1.02,5.23,18.75,18.74,4.92,60,1.046,50.0,Specific Gravity,Partial Mash
5542,Simple Stout,Irish Dry Stout,9.5,1.05,1.011,5.02,26.4,37.04,6.5,60,1.073,35.0,Specific Gravity,extract
5575,Vanilla Cream Ale,Irish Cream Ale,11.36,1.055,1.015,5.15,19.36,5.11,13.25,60,1.042,68.0,Specific Gravity,All Grain
5592,Kjeller 5 Vienna Lager 25l,Irish Lager,25.0,1.053,1.012,5.36,20.92,10.01,30.0,90,1.044,75.0,Specific Gravity,All Grain
5609,English Red Ale,Irish Red Ale,21.0,1.058,1.016,5.51,13.31,12.23,28.5,60,1.043,70.0,Specific Gravity,All Grain
5717,Belgian IPA- Ragin' Bitch Cloneish,Irish Pale Ale,18.93,1.083,1.021,8.12,0.0,14.44,18.93,60,1.042,75.0,Specific Gravity,All Grain
5724,Brudeparets overaskelse,Irish Pale Ale,25.0,1.055,1.014,5.32,30.45,11.75,28.5,60,1.048,75.0,Specific Gravity,BIAB
5773,Irish Red - 5 gallon - Keith's,Irish Red Ale,20.82,1.0590000000000002,1.014,5.92,18.89,7.58,24.61,60,1.05,75.0,Specific Gravity,All Grain
5816,Sunset Ale,Irish Red Ale,21.0,1.058,1.016,5.5,26.03,11.73,27.7,60,1.044,75.0,Specific Gravity,All Grain
5856,Frankie's Cream Ale,Irish Cream Ale,18.93,1.053,1.013,5.4,20.78,3.54,24.61,60,1.041,70.0,Specific Gravity,All Grain
5881,Jalepeno/Mango Cream Ale,Irish Cream Ale,18.93,1.051,1.012,5.15,27.52,3.21,24.61,60,1.0390000000000001,68.0,Specific Gravity,All Grain
5883,Corny Cream Ale,Irish Cream Ale,18.93,1.053,1.012,5.35,21.04,4.33,17.03,60,1.0590000000000002,70.0,Specific Gravity,Partial Mash
5894,Brittany's Soggy Biscuit,Irish Cream Ale,20.82,1.06,1.016,5.75,46.21,5.32,28.39,60,1.044,70.0,Specific Gravity,All Grain
5913,The Ginger Man (Ginger Cream Ale),Irish Cream Ale,20.82,1.048,1.011,4.93,33.75,5.79,11.36,60,1.089,35.0,Specific Gravity,extract
5945,Has #4 - Macropus Rufus (Red IPA),Irish Red Ale,20.8,1.058,1.014,5.82,73.17,17.53,31.2,60,1.0390000000000001,64.0,Specific Gravity,BIAB
5957,Firework Cream Ale,Irish Cream Ale,11.4,1.055,1.012,5.61,21.56,4.9,18.9,90,1.033,70.0,Specific Gravity,All Grain
5994,TBM Chugger,Irish Cream Ale,20.06,1.054,1.011,5.67,16.69,3.19,28.39,90,1.042,72.0,Specific Gravity,BIAB
5999,Tiger,Irish Cream Ale,18.93,1.0490000000000002,1.016,4.28,13.56,4.86,26.5,60,1.035,35.0,Specific Gravity,Partial Mash
6028,Dos xx,Irish Lager,18.93,1.05,1.013,4.94,21.28,10.41,18.93,60,1.05,35.0,Specific Gravity,All Grain
6041,Silly Monkeys - Red Delight,Irish Red Ale,21.0,1.058,1.015,5.74,23.8,17.98,12.0,60,1.042,35.0,Specific Gravity,extract
6056,Belgian Table Bier,Irish Pale Ale,18.93,1.05,1.013,4.95,0.0,3.59,22.71,90,1.042,75.0,Specific Gravity,All Grain
6075,Irish Red 2015,Irish Red Ale,21.5,1.058,1.011,6.15,19.02,13.3,28.5,60,1.044,70.0,Specific Gravity,All Grain
6089,Romi's Famous Red Ale,Irish Red Ale,18.93,1.0590000000000002,1.015,5.77,67.15,15.2,17.03,60,1.065,35.0,Specific Gravity,extract
6098,Vienna Lager,Irish Lager,20.82,1.064,1.013,6.66,22.65,6.43,28.39,90,1.047,75.0,Specific Gravity,All Grain
6108,Zuid Fluid Grand Cru,Irish Pale Ale,37.85,1.054,1.014,5.27,21.52,8.23,45.42,90,1.045,65.0,Specific Gravity,All Grain
6148,Red Blooded Ale,Irish Red Ale,20.82,1.102,1.0290000000000001,9.46,231.14,16.94,26.5,60,1.042,75.0,Specific Gravity,All Grain
6150,B5S Irish Red Ale ? 05.01.15,Irish Red Ale,18.93,1.085,1.024,8.02,28.44,18.78,30.28,90,1.053,91.0,Specific Gravity,BIAB
6177,Irish red,Irish Red Ale,20.82,1.042,1.01,4.22,28.53,11.7,15.14,60,1.058,66.0,Specific Gravity,BIAB
6197,Irish Barber,Irish Red Ale,18.93,1.067,1.0190000000000001,6.28,28.64,19.67,24.61,60,1.042,72.0,Specific Gravity,All Grain
6203,Andy's Wild Irish Rabbit,Irish Red Ale,20.82,1.047,1.011,4.77,21.15,7.42,11.36,60,1.042,35.0,Specific Gravity,extract
6209,Swyfte Irish Red,Irish Red Ale,20.82,1.051,1.012,5.14,22.03,11.42,26.73,60,1.04,70.0,Specific Gravity,BIAB
6223,Krieger's Saddle,Irish Dry Stout,23.66,1.042,1.01,4.16,36.93,36.88,27.44,90,1.036,60.0,Specific Gravity,All Grain
6248,2015 - 4/4 - Sherlocks Irish Red v3,Irish Red Ale,22.71,1.078,1.024,7.15,34.71,14.78,27.44,60,1.065,68.0,Specific Gravity,All Grain
6259,Irish red,Irish Red Ale,17.03,1.061,1.0170000000000001,5.76,38.29,17.7,20.82,60,1.05,35.0,Specific Gravity,extract
6263,Cream Ale,Irish Cream Ale,45.42,1.045,1.01,4.59,19.78,4.46,53.0,60,1.0390000000000001,81.0,Specific Gravity,BIAB
6272,B2D Bass Pale Ale ? 04.10.15,Irish Pale Ale,18.93,1.0590000000000002,1.016,5.71,306.48,35.36,26.5,70,1.042,75.0,Specific Gravity,BIAB
6292,Awesome Irish Red,Irish Red Ale,22.71,1.054,1.016,5.11,21.67,13.23,28.39,60,1.044,70.0,Specific Gravity,All Grain
6345,Polar Express,Irish Red Ale,20.82,1.06,1.015,5.84,34.4,13.59,11.36,60,1.109,35.0,Specific Gravity,extract
6398,03 Session Belgian Pale,Irish Pale Ale,27.0,1.05,1.01,5.16,24.79,7.27,31.0,90,1.04,75.0,Specific Gravity,All Grain
6408,Larger ish ish,Irish Lager,41.64,1.0590000000000002,1.015,5.84,21.26,3.71,43.53,60,1.057,70.0,Specific Gravity,All Grain
6418,Dead Ripper Red Ale,Irish Red Ale,21.0,1.056,1.014,5.46,54.89,19.86,28.5,75,1.041,70.0,Specific Gravity,All Grain
6449,17 Irish Red w/ Jameson,Irish Red Ale,9.46,1.057,1.014,5.75,23.86,23.82,12.3,60,1.042,70.0,Specific Gravity,All Grain
6468,Bob's Cream Ale,Irish Cream Ale,18.93,1.052,1.013,5.07,18.47,5.55,22.71,60,1.043,60.0,Specific Gravity,BIAB
6570,Redwallon Iter2,Irish Red Ale,20.82,1.057,1.013,5.73,24.18,21.99,26.5,60,1.042,77.0,Specific Gravity,All Grain
6586,Birch Expbeeriment Rye Saison,Irish Pale Ale,18.93,1.069,1.014,7.2,23.18,24.59,22.71,60,1.057,85.0,Specific Gravity,All Grain
6626,Hairy Man Caramel Chile Cream Ale,Irish Cream Ale,18.93,1.071,1.016,7.23,17.8,23.11,26.5,60,1.042,75.0,Specific Gravity,All Grain
6682,Cream Ale,Irish Cream Ale,22.71,1.053,1.01,5.63,18.29,3.44,26.5,60,1.045,74.0,Specific Gravity,All Grain
6814,Candied Yamber,Irish Pale Ale,26.5,1.068,1.0170000000000001,6.69,44.08,13.2,30.28,60,1.0590000000000002,65.0,Specific Gravity,All Grain
6847,Vienna Pseudo Lager,Irish Lager,22.0,1.052,1.011,5.32,23.45,12.55,28.0,90,1.041,70.0,Specific Gravity,All Grain
6892,Vienna Lager,Irish Lager,42.0,1.056,1.016,5.3,26.57,13.07,50.0,90,1.047,75.0,Specific Gravity,All Grain
6953,Cream Ale,Irish Cream Ale,20.8,1.047,1.011,4.76,18.79,3.82,11.4,60,1.0859999999999999,30.0,Specific Gravity,Partial Mash
6966,Mercy Extra Stout,Irish Extra Stout,18.9,1.063,1.0170000000000001,6.01,37.99,50.0,23.8,60,1.05,70.0,Specific Gravity,All Grain
6973,Paul O'Ducos,Irish Red Ale,18.93,1.052,1.014,4.93,20.15,14.23,25.9,60,1.038,69.0,Specific Gravity,All Grain
6988,Vienna Lager,Irish Lager,60.57,1.052,1.012,5.29,31.79,9.84,71.92,90,1.044,80.0,Specific Gravity,All Grain
6994,074: Sorachi Cream Ale,Irish Cream Ale,44.0,1.05,1.014,4.62,41.01,3.02,48.0,60,1.046,80.0,Specific Gravity,All Grain
7020,River Edge Red,Irish Red Ale,20.82,1.063,1.0170000000000001,6.06,33.05,17.59,28.39,60,1.042,70.0,Specific Gravity,All Grain
7023,Belgian Pale Ale,Irish Pale Ale,378.54,1.055,1.0070000000000001,6.27,33.33,5.66,423.97,60,1.045,80.0,Specific Gravity,All Grain
7047,Cream Ale,Irish Cream Ale,18.93,1.04,1.01,3.92,0.0,3.17,19.87,60,1.042,75.0,Specific Gravity,Partial Mash
7080,Spotted Cow Clone,Irish Cream Ale,20.82,1.045,1.01,4.7,17.24,4.73,28.39,60,1.033,66.0,Specific Gravity,All Grain
7084,Divertimento,Irish Lager,18.93,1.05,1.012,4.91,27.12,11.95,24.61,60,1.038,70.0,Specific Gravity,All Grain
7106,Hámhúsz,Irish Red Ale,22.0,1.051,1.015,4.82,23.09,14.1,28.0,60,1.04,70.0,Specific Gravity,All Grain
7124,Rare Vos Clone,Irish Pale Ale,19.87,1.069,1.0170000000000001,6.78,27.03,9.75,13.25,60,1.103,35.0,Specific Gravity,extract
7148,Mary Ann Summers Cocoanut Cream Ale-Peanut b...,Irish Cream Ale,20.82,1.067,1.02,6.19,55.53,4.01,28.39,75,1.0490000000000002,70.0,Specific Gravity,All Grain
7152,Speckled Heifer,Irish Cream Ale,20.82,1.064,1.015,6.47,35.67,6.29,28.39,60,1.047,70.0,Specific Gravity,All Grain
7153,Irish Red Ale,Irish Red Ale,22.71,1.057,1.014,5.58,0.0,15.79,24.61,60,1.042,75.0,Specific Gravity,All Grain
7159,13: Fire in the Hole,Irish Red Ale,20.82,1.07,1.016,7.13,64.46,14.95,28.39,60,1.052,70.0,Specific Gravity,All Grain
7164,BM's C3C Cream Ale,Irish Cream Ale,20.82,1.04,1.008,4.29,19.41,4.24,11.36,60,1.012,35.0,Specific Gravity,extract
7184,'t Kliekske,Irish Red Ale,15.0,1.057,1.014,5.72,26.95,17.15,23.0,65,1.037,81.0,Specific Gravity,All Grain
7256,Drop Dead Irish Red,Irish Red Ale,20.82,1.058,1.015,5.56,23.51,15.41,26.5,60,1.045,62.0,Specific Gravity,All Grain
7292,Horse Shoe Stout,Irish Extra Stout,37.85,1.083,1.024,7.83,46.13,50.0,53.0,60,1.06,60.0,Specific Gravity,All Grain
7328,La Sangre Llama,Irish Red Ale,20.82,1.077,1.022,7.27,49.12,17.6,28.39,75,1.042,65.0,Specific Gravity,All Grain
7335,Austrian Alps,Irish Lager,19.87,1.045,1.0090000000000001,4.74,21.41,11.32,28.39,75,1.031,66.0,Specific Gravity,BIAB
7337,OUR GROUND LAGERED CREAM ALE,Irish Cream Ale,7.57,1.058,1.014,5.68,29.25,3.35,3.79,45,1.1159999999999999,35.0,Specific Gravity,extract
7343,#1,Irish Red Ale,43.53,1.0490000000000002,1.014,4.63,29.31,17.63,49.21,60,1.044,70.0,Specific Gravity,All Grain
7356,Patrick's One Eyed Guinnie,Irish Dry Stout,41.64,1.041,1.01,4.0,39.66,35.38,51.1,60,1.033,70.0,Specific Gravity,All Grain
7370,YUENGLING,Irish Lager,19.87,1.046,1.01,4.74,23.04,10.74,11.36,60,1.042,35.0,Specific Gravity,extract
7410,Lily's Irish Red Ale ( 12-1-13 ) From SM,Irish Red Ale,18.93,1.07,1.02,6.58,44.86,21.63,30.28,60,1.044,65.0,Specific Gravity,All Grain
7431,Real Red Chai Tea Ale,Irish Red Ale,18.93,1.057,1.015,5.48,27.13,12.91,26.5,60,1.041,60.0,Specific Gravity,All Grain
7440,Cream of Three Crops,Irish Cream Ale,24.61,1.047,1.0090000000000001,5.03,16.16,2.08,34.07,90,1.034,89.0,Specific Gravity,All Grain
7443,Bone Dry Irish Stout,Irish Dry Stout,3.79,1.06,1.015,5.91,98.9,50.0,3.79,60,1.06,35.0,Specific Gravity,extract
7454,Smithwick's Irish Ale,Irish Red Ale,25.0,1.053,1.013,5.18,25.51,20.67,28.0,60,1.047,75.0,Specific Gravity,All Grain
7455,461 Ocean Boulevard Coconut Cream Pie Ale...,Irish Cream Ale,20.82,1.053,1.014,5.08,17.63,2.9,32.18,90,1.034,72.0,Specific Gravity,All Grain
7541,Irish Red Ale,Irish Red Ale,4.0,1.043,1.01,4.35,21.65,10.57,4.73,45,1.036,35.0,Specific Gravity,extract
