BeerID,Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,SugarScale,BrewMethod
60360,Gulf Coast Cream Ale,Irish Cream Ale,20.82,1.047,1.011,4.83,14.2,3.86,28.39,60,1.035,68.0,Specific Gravity,All Grain
60455,IRA,Irish Red Ale,20.82,1.045,1.01,4.56,24.77,11.47,28.39,60,1.033,65.0,Specific Gravity,All Grain
60480,Red ale_v2,Irish Red Ale,22.0,1.0490000000000002,1.012,4.83,28.32,14.14,27.0,60,1.04,63.0,Specific Gravity,All Grain
60486,All Grain Cream Ale,Irish Cream Ale,18.93,1.045,1.008,4.82,13.76,3.49,24.61,75,1.034,70.0,Specific Gravity,All Grain
60491,Vienna Lager Cascade,Irish Lager,22.0,1.05,1.01,5.2,35.14,10.72,32.69,60,1.033,70.0,Specific Gravity,All Grain
60503,Bruxelles Pale Ale,Irish Pale Ale,3.8,1.052,1.015,4.74,17.55,10.24,4.7,60,1.042,64.0,Specific Gravity,All Grain
60513,Foundation Ale 3,Irish Cream Ale,24.0,1.052,1.0090000000000001,5.63,1.6,3.49,4.0,30,1.31,50.0,Specific Gravity,extract
60517,Vienna Lager I,Irish Lager,15.0,1.052,1.013,5.1,23.56,13.1,28.5,60,1.0270000000000001,73.0,Specific Gravity,All Grain
60557,BudAPest -A- SMASH,Irish Lager,20.82,1.06,1.015,5.94,24.67,10.01,28.39,60,1.044,69.0,Specific Gravity,All Grain
60567,Kiwanda Cream Ale Clone (10g),Irish Cream Ale,39.75,1.052,1.013,5.09,15.69,3.96,47.32,60,1.043,75.0,Specific Gravity,All Grain
60587,Red Mauglis,Irish Lager,23.1,1.05,1.01,5.22,22.5,14.79,23.1,80,1.05,75.0,Specific Gravity,All Grain
60605,Craptastic Cream Ale,Irish Cream Ale,26.5,1.05,1.012,4.92,11.13,3.49,34.07,90,1.0390000000000001,70.0,Specific Gravity,All Grain
60616,Irish Stout (orig),Irish Dry Stout,25.0,1.036,1.0090000000000001,3.56,40.05,36.61,30.0,75,1.025,75.0,Specific Gravity,All Grain
60641,Vienna Lager,Irish Lager,19.0,1.046,1.01,4.68,24.42,8.2,24.0,60,1.036,65.0,Specific Gravity,All Grain
60699,Matcha Cream Ale,Irish Cream Ale,10.0,1.045,1.0090000000000001,4.73,23.78,5.9,12.0,60,1.038,50.0,Specific Gravity,BIAB
60711,Irish red ale,Irish Red Ale,60.0,1.047,1.012,4.63,22.14,13.48,50.0,60,1.056,75.0,Specific Gravity,All Grain
60766,Cream de la Cream,Irish Cream Ale,20.0,1.051,1.008,5.6,17.02,4.68,28.5,60,1.036,65.0,Specific Gravity,All Grain
60781,SzechSqanch Ale,Irish Pale Ale,20.82,1.054,1.011,5.67,24.28,9.09,28.39,90,1.04,75.0,Specific Gravity,All Grain
60809,Cranked Cream Ale,Irish Cream Ale,20.06,1.051,1.01,5.31,12.91,4.44,22.71,60,1.045,75.0,Specific Gravity,All Grain
60811,Azacca Cream Ale,Irish Cream Ale,10.41,1.051,1.015,4.82,12.0,3.02,14.2,60,1.038,75.0,Specific Gravity,All Grain
60818,Dark Cream Ale II,Irish Cream Ale,18.93,1.057,1.012,5.96,25.47,37.01,15.14,60,1.071,75.0,Specific Gravity,BIAB
60907,Hei øl frå Gjesdal,Irish Pale Ale,15.0,1.051,1.013,5.04,33.58,9.67,22.0,90,1.035,70.0,Specific Gravity,All Grain
60910,You Kilkenny  You Bastards,Irish Red Ale,22.71,1.053,1.014,5.1,25.11,16.94,28.39,90,1.043,70.0,Specific Gravity,All Grain
60948,Cream of My Crop,Irish Cream Ale,20.82,1.051,1.0090000000000001,5.52,15.99,9.0,28.39,90,1.037,70.0,Specific Gravity,All Grain
61017,1234,Irish Lager,20.82,1.102,1.025,10.01,0.0,26.64,11.36,60,1.187,35.0,Specific Gravity,extract
61029,Vanilla Cream Ale,Irish Cream Ale,19.68,1.06,1.014,6.07,22.55,5.17,24.61,60,1.048,63.0,Specific Gravity,All Grain
61033,Wedding Irish Red,Irish Red Ale,20.82,1.047,1.011,4.73,16.72,15.3,28.39,30,1.035,75.0,Specific Gravity,BIAB
61081,Ozarks Vienna Lager,Irish Lager,22.71,1.046,1.01,4.62,22.74,12.04,32.18,90,1.032,75.0,Specific Gravity,All Grain
61129,Utby Winerlager,Irish Lager,28.0,1.061,1.014,6.25,31.77,8.31,40.0,60,1.043,70.0,Specific Gravity,All Grain
61131,Red Ale 4,Irish Red Ale,23.0,1.068,1.013,7.2,40.24,13.99,29.0,75,1.054,85.0,Specific Gravity,All Grain
61146,Dry Irish Stout,Irish Dry Stout,20.82,1.043,1.011,4.28,34.38,34.15,25.55,60,1.035,72.0,Specific Gravity,All Grain
61153,4Gs Irish Red Ale,Irish Red Ale,21.96,1.048,1.012,4.65,24.23,13.44,29.53,60,1.035,65.0,Specific Gravity,All Grain
61178,Irish Stout 9-23-17,Irish Dry Stout,22.71,1.053,1.01,5.58,38.47,38.25,28.39,60,1.042,80.0,Specific Gravity,BIAB
61181,24B - Belgian Pale Ale,Irish Pale Ale,24.0,1.048,1.01,5.03,25.0,7.38,26.0,30,1.044,80.0,Specific Gravity,BIAB
61225,The Stout,Irish Dry Stout,20.82,1.044,1.013,4.05,38.72,30.93,11.36,45,1.075,35.0,Specific Gravity,extract
61246,Awesome Recipe,Irish Cream Ale,80.0,1.045,1.011,4.45,13.18,4.34,50.0,60,1.072,70.0,Specific Gravity,All Grain
61257,Dry Stout,Irish Dry Stout,18.93,1.0390000000000001,1.008,4.02,43.28,37.3,27.63,60,1.026,60.0,Specific Gravity,BIAB
61258,Honey Red Ale,Irish Red Ale,20.82,1.047,1.0090000000000001,4.92,22.75,13.19,28.39,60,1.034,72.0,Specific Gravity,BIAB
61297,Black 1,Irish Dry Stout,26.5,1.052,1.022,3.9,39.86,34.9,33.0,72,1.042,80.0,Specific Gravity,All Grain
61318,Cream of 3 crops (Myself_,Irish Cream Ale,20.82,1.041,1.01,4.07,26.14,3.92,28.39,65,1.03,70.0,Specific Gravity,All Grain
61335,AHA - Belgian Blonde,Irish Pale Ale,37.85,1.051,1.012,5.14,29.21,3.62,42.02,60,1.046,65.0,Specific Gravity,All Grain
61348,Irish Red,Irish Red Ale,20.82,1.011,1.003,1.04,21.6,9.98,28.39,60,1.008,70.0,Specific Gravity,All Grain
61354,Easy Ale,Irish Cream Ale,18.93,1.046,1.0090000000000001,4.91,17.49,4.67,11.36,60,1.077,35.0,Specific Gravity,extract
61413,Cream Ale,Irish Cream Ale,19.0,1.051,1.011,5.2,16.27,2.92,25.0,60,1.0390000000000001,70.0,Specific Gravity,BIAB
61414,Belgian Pale Ale Extract Steep Brew,Irish Pale Ale,23.0,1.045,1.01,4.6,21.87,11.94,9.0,60,1.114,10.0,Specific Gravity,extract
61419,1st Vienna Lager,Irish Lager,41.64,1.053,1.012,5.33,21.06,15.09,50.16,90,1.044,75.0,Specific Gravity,All Grain
61443,Mikkeller Cream Ale clone,Irish Cream Ale,20.0,1.022,1.005,2.27,58.95,3.88,28.5,60,1.015,35.0,Specific Gravity,All Grain
61450,Dry Irish Stout,Irish Dry Stout,22.71,1.048,1.012,4.7,31.41,34.72,29.34,60,1.037,81.0,Specific Gravity,All Grain
61524,La Rousse,Irish Pale Ale,80.0,1.057,1.01,6.23,28.09,19.14,90.0,90,1.051,75.0,Specific Gravity,All Grain
61576,Aley kream,Irish Cream Ale,20.82,1.0490000000000002,1.013,4.73,20.9,3.72,11.36,60,1.038,35.0,Specific Gravity,extract
61648,Raging Red Irish Red,Irish Red Ale,20.82,1.058,1.0090000000000001,6.35,21.58,15.05,28.39,60,1.042,75.0,Specific Gravity,BIAB
61655,Cream - Alenita,Irish Cream Ale,100.0,1.046,1.008,4.97,12.26,3.17,107.0,60,1.043,75.0,Specific Gravity,BIAB
61663,Bakke Brygg Irish Red Ale 25 L,Irish Red Ale,25.0,1.045,1.012,4.29,27.23,14.71,29.0,90,1.038,79.0,Specific Gravity,All Grain
61670,Bpa,Irish Pale Ale,110.0,1.054,1.014,5.36,21.0,9.33,100.0,60,1.06,75.0,Specific Gravity,All Grain
61675,Prvo varenje,Irish Red Ale,21.5,1.062,1.012,6.62,26.66,27.86,27.5,60,1.0490000000000002,75.0,Specific Gravity,BIAB
61707,Over the Hills and far away...,Irish Red Ale,21.77,1.043,1.014,3.88,25.29,10.47,24.61,60,1.038,70.0,Specific Gravity,BIAB
61709,Runes ale,Irish Pale Ale,25.0,1.0290000000000001,1.004,3.31,80.68,19.34,30.0,60,1.024,35.0,Specific Gravity,All Grain
61723,Awesome Recipe,Irish Cream Ale,10.0,1.048,1.0090000000000001,5.13,9.9,4.38,5.0,60,1.0959999999999999,35.0,Specific Gravity,Partial Mash
61744,Cali Creamin' Clone,Irish Cream Ale,20.82,1.05,1.012,4.9,19.71,5.51,28.39,60,1.037,75.0,Specific Gravity,All Grain
61754,Murph's stout,Irish Dry Stout,19.87,1.04,1.008,4.24,44.63,29.5,28.39,70,1.028,55.0,Specific Gravity,All Grain
61762,Saigo Red Ale,Irish Red Ale,9.0,1.046,1.012,4.48,23.73,12.36,7.0,60,1.0590000000000002,70.0,Specific Gravity,BIAB
61820,First Brew Back Red Ale,Irish Red Ale,22.0,1.0659999999999998,1.012,7.04,27.68,20.69,32.0,60,1.045,70.0,Specific Gravity,All Grain
61822,Sucker Saison,Irish Pale Ale,17.03,1.068,1.011,7.52,49.35,4.46,25.36,60,1.046,71.0,Specific Gravity,BIAB
61853,15B - Irish Stout,Irish Dry Stout,24.0,1.041,1.008,4.27,37.49,27.49,26.0,30,1.038,74.0,Specific Gravity,BIAB
61866,Blonde and Ditzy,Irish Cream Ale,20.82,1.041,1.008,4.24,21.69,4.28,24.61,60,1.035,70.0,Specific Gravity,All Grain
61932,Dry Stout 2.0,Irish Dry Stout,28.0,1.0490000000000002,1.011,4.95,16.17,28.68,32.0,60,1.043,64.0,Specific Gravity,All Grain
61955,British Octoberfest,Irish Lager,23.0,1.047,1.008,5.17,23.06,9.39,27.0,60,1.04,77.0,Specific Gravity,All Grain
61963,Belgo,Irish Pale Ale,28.0,1.05,1.011,5.09,22.44,5.56,33.0,60,1.043,70.0,Specific Gravity,All Grain
61985,Grandpa Jack,Irish Cream Ale,3.79,1.0490000000000002,1.0090000000000001,5.2,14.8,3.23,7.57,60,1.024,65.0,Specific Gravity,All Grain
61986,Rød Jul imperial IPA,Irish Red Ale,50.0,1.065,1.015,6.59,103.37,16.46,50.0,60,1.065,78.0,Specific Gravity,All Grain
62003,Garrett Habanero,Irish Lager,37.85,1.069,1.012,7.49,29.64,7.24,41.64,60,1.063,75.0,Specific Gravity,BIAB
62028,Irish Red Ale,Irish Red Ale,20.82,1.038,1.0070000000000001,4.05,23.19,7.24,13.25,60,1.06,35.0,Specific Gravity,extract
62042,Irish Red Ale,Irish Red Ale,26.0,1.06,1.011,6.46,24.38,16.96,33.7,60,1.046,70.0,Specific Gravity,All Grain
62070,Randy's Cream Ale,Irish Cream Ale,45.42,1.043,1.01,4.34,14.85,4.57,49.21,60,1.0390000000000001,80.0,Specific Gravity,All Grain
62080,Belgian Split 5,Irish Pale Ale,41.64,1.052,1.013,5.21,39.45,11.79,49.21,60,1.044,65.0,Specific Gravity,Partial Mash
62107,Nahle,Irish Dry Stout,66.0,1.058,1.012,6.07,45.9,50.0,74.5,70,1.052,75.0,Specific Gravity,BIAB
62143,1881 Irish Red,Irish Red Ale,20.82,1.055,1.015,5.29,44.94,13.4,28.39,60,1.041,70.0,Specific Gravity,All Grain
62145,Vienna do Junhao,Irish Lager,21.0,1.052,1.012,5.21,19.85,11.31,28.5,60,1.038,65.0,Specific Gravity,All Grain
62146,Cream Ale Tri-Crops Shady,Irish Cream Ale,41.64,1.05,1.0090000000000001,5.34,15.82,4.01,56.78,90,1.037,75.0,Specific Gravity,All Grain
62206,American Red Ale,Irish Red Ale,43.53,1.052,1.012,5.16,36.27,12.72,49.44,60,1.045,85.0,Specific Gravity,All Grain
62212,Octopus Garden,Irish Red Ale,53.0,1.044,1.01,4.53,20.45,12.69,50.0,60,1.047,65.0,Specific Gravity,All Grain
62233,Irish Immigrant,Irish Red Ale,19.87,1.065,1.014,6.65,37.98,15.68,26.5,60,1.0490000000000002,77.0,Specific Gravity,All Grain
62248,First Take at Oktoberfest,Irish Lager,18.93,1.061,1.0190000000000001,5.56,20.05,18.37,26.5,90,1.044,75.0,Specific Gravity,All Grain
62278,Extract_IrishRed,Irish Red Ale,22.0,1.051,1.013,4.98,19.8,17.76,28.0,60,1.04,30.0,Specific Gravity,extract
62284,Island Breeze Ale,Irish Cream Ale,20.82,1.054,1.012,5.47,25.5,6.04,26.5,60,1.0390000000000001,80.0,Specific Gravity,BIAB
62294,Bakke Brygg Belgisk Pale Ale 20 L,Irish Pale Ale,20.0,1.052,1.01,5.55,31.31,5.55,23.0,90,1.045,72.5,Specific Gravity,All Grain
62299,Beautification ph1 from Vinnie,Irish Pale Ale,19.87,1.053,1.013,5.32,29.02,3.86,24.61,60,1.043,70.0,Specific Gravity,All Grain
62303,Red ale,Irish Red Ale,18.93,1.056,1.014,5.52,66.89,29.62,26.5,60,1.04,75.0,Specific Gravity,All Grain
62310,Buda Ale,Irish Cream Ale,15.5,1.055,1.011,5.81,24.42,4.36,18.0,60,1.048,78.0,Specific Gravity,BIAB
62326,"Smitty's No.13 ""Dry Stout""",Irish Dry Stout,37.85,1.043,1.01,4.33,34.63,33.88,53.0,60,1.031,60.0,Specific Gravity,BIAB
62328,Chocolate Cherry Oatmeal Stout,Irish Dry Stout,18.93,1.047,1.013,4.53,20.78,27.17,22.71,60,1.0390000000000001,35.0,Specific Gravity,extract
62363,Cream Ale III,Irish Cream Ale,22.71,1.05,1.008,5.48,20.01,3.23,26.5,60,1.043,70.0,Specific Gravity,All Grain
62368,Eggnog Cream Ale,Irish Cream Ale,3.79,1.0659999999999998,1.013,6.87,23.08,4.91,5.68,60,1.044,68.0,Specific Gravity,All Grain
62424,Summer Maris Otter,Irish Cream Ale,25.0,1.043,1.01,4.3,16.07,4.57,29.0,60,1.037,80.0,Specific Gravity,BIAB
62425,Irish Red Ale - Koen,Irish Red Ale,11.0,1.053,1.014,5.14,21.59,16.45,14.5,60,1.04,63.0,Specific Gravity,All Grain
62436,Bube's Cream Ale,Irish Cream Ale,340.69,1.054,1.01,5.75,18.11,5.45,416.4,60,1.044,75.0,Specific Gravity,All Grain
62454,Kill Kenny - Irish Cream Ale,Irish Red Ale,20.82,1.042,1.011,4.11,24.96,12.09,26.5,90,1.033,75.0,Specific Gravity,All Grain
62466,Belgie,Irish Pale Ale,20.0,1.048,1.008,5.25,27.34,11.91,28.5,60,1.033,65.0,Specific Gravity,All Grain
62519,Red Ale EXP01,Irish Red Ale,5.0,1.077,1.018,7.63,56.92,23.82,7.0,90,1.055,75.0,Specific Gravity,BIAB
62522,Session Belgian Pale Ale,Irish Pale Ale,22.71,1.042,1.01,4.16,52.15,14.02,28.39,60,1.033,85.0,Specific Gravity,All Grain
62527,Fantasy draft,Irish Pale Ale,18.93,1.033,1.004,3.77,66.17,16.77,11.36,60,1.055,35.0,Specific Gravity,Partial Mash
62559,Irish red,Irish Red Ale,3.79,1.057,1.014,5.57,27.22,18.64,7.57,60,1.028,35.0,Specific Gravity,extract
62610,ULTRAVOX 2,Irish Lager,20.0,1.043,1.0090000000000001,4.38,27.0,13.54,26.5,60,1.032,70.0,Specific Gravity,BIAB
62624,Belgian pale,Irish Pale Ale,18.93,1.05,1.0090000000000001,5.39,28.72,12.65,26.5,60,1.036,70.0,Specific Gravity,All Grain
62633,Vienna,Irish Lager,18.93,1.0490000000000002,1.014,4.63,38.08,7.09,11.36,60,1.082,35.0,Specific Gravity,extract
62651,Big Brew Day,Irish Red Ale,40.0,1.046,1.011,4.64,22.92,11.28,48.0,60,1.038,65.0,Specific Gravity,All Grain
62665,Belgian Ale #56,Irish Pale Ale,20.0,1.055,1.0090000000000001,6.08,34.83,3.41,25.0,60,1.044,70.0,Specific Gravity,BIAB
62668,Condition Red Alert,Irish Red Ale,20.82,1.048,1.011,4.85,27.21,15.9,28.39,60,1.035,70.0,Specific Gravity,All Grain
62705,Red Ale,Irish Red Ale,55.0,1.055,1.014,5.37,24.23,16.86,60.0,60,1.05,65.0,Specific Gravity,All Grain
62745,Red Ale,Irish Red Ale,21.0,1.054,1.013,5.38,23.47,26.25,28.5,60,1.04,65.0,Specific Gravity,All Grain
62754,Moin Bräu - Hannahs Leichter Hopfen,Irish Pale Ale,18.0,1.0490000000000002,1.011,5.06,12.52,4.84,18.0,60,1.0490000000000002,35.0,Specific Gravity,extract
62759,Hofburg Palace Lager,Irish Lager,9.46,1.05,1.008,5.49,25.29,10.94,13.25,60,1.035,60.0,Specific Gravity,BIAB
62793,Irish red ale,Irish Red Ale,22.71,1.063,1.0170000000000001,6.08,43.46,13.92,26.5,60,1.054,73.0,Specific Gravity,All Grain
62808,Mentás Stout,Irish Extra Stout,16.0,1.061,1.015,5.97,38.54,37.11,19.0,60,1.051,70.0,Specific Gravity,All Grain
62867,La Necker,Irish Pale Ale,15.0,1.07,1.015,7.16,20.77,12.7,18.5,90,1.057,70.0,Specific Gravity,All Grain
62876,Braufreude - Contesta,Irish Pale Ale,19.0,1.0270000000000001,1.006,2.75,19.78,3.34,21.0,60,1.024,35.0,Specific Gravity,All Grain
62878,Want to contact Google customer service numb...,Irish Red Ale,20.82,1.093,1.023,9.2,0.0,15.54,11.36,60,1.171,35.0,Specific Gravity,extract
62954,Vienna Dublin Connection,Irish Red Ale,18.93,1.052,1.015,4.88,28.16,22.53,23.66,60,1.042,73.0,Specific Gravity,All Grain
62964,DeFalco's Irish Red Ale,Irish Red Ale,20.82,1.0490000000000002,1.013,4.71,27.81,10.43,24.61,90,1.042,60.0,Specific Gravity,All Grain
62968,Belgian Pale,Irish Pale Ale,20.0,1.062,1.012,6.61,26.63,11.77,28.5,60,1.044,70.0,Specific Gravity,All Grain
62972,Weed  Feed  and Mow,Irish Cream Ale,20.82,1.05,1.0090000000000001,5.42,17.06,3.31,31.23,90,1.034,62.0,Specific Gravity,All Grain
62992,Irish Red,Irish Red Ale,2050.0,1.046,1.012,4.54,11.26,8.8,2400.0,60,1.0390000000000001,86.0,Specific Gravity,All Grain
63001,Maple Quickie Belgian Ale,Irish Pale Ale,9.46,1.05,1.01,5.26,24.84,8.69,13.25,60,1.036,70.0,Specific Gravity,BIAB
63002,FOT Red Ale,Irish Red Ale,22.0,1.06,1.015,5.93,24.32,17.14,29.0,60,1.046,75.0,Specific Gravity,All Grain
63010,BELG PALE (Contest),Irish Pale Ale,18.93,1.036,1.0070000000000001,3.84,58.42,7.04,11.36,60,1.06,35.0,Specific Gravity,extract
63049,Cool  TX Cream Ale,Irish Cream Ale,18.93,1.05,1.012,4.92,25.71,3.61,28.39,60,1.033,65.0,Specific Gravity,BIAB
63098,Bakke Brygg Vienna Lager 25 l,Irish Lager,25.0,1.05,1.012,4.94,23.95,5.96,29.0,90,1.043,73.0,Specific Gravity,All Grain
63109,Pale Ale 2017,Irish Pale Ale,8.52,1.053,1.016,4.83,23.02,9.48,13.25,60,1.034,60.0,Specific Gravity,All Grain
63141,Patersbier,Irish Pale Ale,5.0,1.044,1.01,4.51,16.37,4.71,10.0,60,1.022,35.0,Specific Gravity,BIAB
63151,Cream Ale John Doe,Irish Cream Ale,78.0,1.05,1.008,5.44,17.51,3.79,95.0,90,1.041,65.0,Specific Gravity,All Grain
63168,Davon pale ale,Irish Cream Ale,20.0,1.045,1.008,4.91,53.39,4.65,24.0,60,1.038,70.0,Specific Gravity,All Grain
63170,Cranberry red,Irish Red Ale,20.82,1.0490000000000002,1.015,4.52,20.43,13.97,28.39,60,1.036,70.0,Specific Gravity,All Grain
63172,Mutts Dry Stout,Irish Dry Stout,50.0,1.043,1.01,4.37,39.08,3.58,55.0,60,1.0390000000000001,72.0,Specific Gravity,All Grain
63175,Bjereds JuleStout,Irish Extra Stout,21.0,1.057,1.016,5.33,53.24,27.46,25.0,60,1.048,65.0,Specific Gravity,All Grain
63192,Awesome Recipe,Irish Pale Ale,40.0,1.5,1.13,48.56,0.0,50.0,60.0,60,1.5,70.0,Specific Gravity,extract
63225,Irish red ale,Irish Red Ale,21.0,1.046,1.012,4.55,17.2,12.43,11.0,60,1.088,35.0,Specific Gravity,extract
63239,Contact Google Customer Service Phone Number...,Irish Red Ale,20.82,1.16,1.045,15.15,0.0,8.46,11.36,60,1.294,35.0,Specific Gravity,extract
63272,Barely Belgian Pale Ale/Slab,Irish Pale Ale,22.26,1.052,1.011,5.35,22.25,7.61,28.39,90,1.038,86.0,Specific Gravity,All Grain
63284,Bube's Vienna Lager,Irish Lager,340.69,1.055,1.0090000000000001,5.99,20.38,11.93,416.4,60,1.045,75.0,Specific Gravity,All Grain
63311,Chads Stout Recipe,Irish Dry Stout,75.71,1.064,1.0170000000000001,6.08,35.79,25.33,87.06,90,1.055,75.0,Specific Gravity,All Grain
63322,Fury,Irish Cream Ale,18.93,1.055,1.014,5.43,20.0,4.55,11.36,60,1.092,80.0,Specific Gravity,All Grain
63330,Irish Red (Rum Barrel),Irish Red Ale,20.82,1.063,1.014,6.38,29.53,14.46,20.82,60,1.063,72.0,Specific Gravity,BIAB
63333,Irish Red Ale,Irish Red Ale,11.36,1.053,1.015,4.99,26.16,23.37,18.93,60,1.032,70.0,Specific Gravity,All Grain
63353,Chocolate Milk Stout,Irish Dry Stout,20.82,1.06,1.016,5.77,35.9,40.33,24.61,90,1.051,65.0,Specific Gravity,BIAB
63359,Copper,Irish Red Ale,227.12,1.057,1.01,6.24,34.54,14.14,189.27,60,1.069,72.0,Specific Gravity,All Grain
63381,Cream Ale,Irish Cream Ale,3.79,1.0490000000000002,1.008,5.3,12.42,3.99,9.46,90,1.0190000000000001,70.0,Specific Gravity,All Grain
63386,Belgian IPA,Irish Pale Ale,15.14,1.069,1.012,7.54,98.07,5.77,15.14,60,1.069,35.0,Specific Gravity,extract
63396,Cream Ale IV,Irish Cream Ale,22.71,1.051,1.011,5.25,19.22,3.02,26.5,60,1.043,75.0,Specific Gravity,All Grain
63422,Red Partei,Irish Red Ale,10.0,1.035,1.008,3.45,19.63,25.71,15.0,70,1.023,70.0,Specific Gravity,All Grain
63424,My Honey is Smokin',Irish Red Ale,20.82,1.052,1.012,5.25,23.79,14.25,28.39,60,1.035,70.0,Specific Gravity,All Grain
63438,8 Soco - Ale 01/07/17,Irish Pale Ale,25.0,1.051,1.011,5.23,26.57,9.34,30.0,45,1.043,75.0,Specific Gravity,All Grain
63466,Bakke Brygg Vienna Lager 50L,Irish Lager,50.0,1.05,1.012,4.97,23.23,7.58,54.0,90,1.046,73.0,Specific Gravity,All Grain
63482,Stacy's Cream Ale II,Irish Cream Ale,18.93,1.055,1.013,5.44,21.09,4.85,26.31,90,1.0390000000000001,75.0,Specific Gravity,All Grain
63507,Red ale,Irish Red Ale,9.46,1.057,1.014,5.68,12.82,14.45,11.36,60,1.048,65.0,Specific Gravity,BIAB
63576,Wenlock Stout,Irish Dry Stout,23.0,1.043,1.01,4.32,44.77,36.32,30.0,60,1.033,70.0,Specific Gravity,All Grain
63578,VIENNA LAGER,Irish Lager,18.93,1.053,1.012,5.42,22.05,11.27,26.5,60,1.038,65.0,Specific Gravity,BIAB
63579,Shotgun Shack,Irish Cream Ale,22.71,1.05,1.011,5.09,24.76,3.21,28.39,60,1.04,72.0,Specific Gravity,All Grain
63589,Guinnish,Irish Dry Stout,20.82,1.0490000000000002,1.011,4.99,36.55,36.32,30.28,60,1.034,82.0,Specific Gravity,All Grain
63613,Grandpa's MulBEERy,Irish Cream Ale,11.36,1.045,1.0090000000000001,4.77,33.11,3.31,17.03,30,1.03,65.0,Specific Gravity,BIAB
63638,Irish Red 2017,Irish Red Ale,20.0,1.05,1.011,5.1,20.66,14.02,12.0,60,1.084,70.0,Specific Gravity,Partial Mash
63646,Vienna lager 2,Irish Lager,800.0,1.055,1.016,5.08,10.12,10.59,1080.0,60,1.04,70.0,Specific Gravity,All Grain
63665,Bakke Brygg Vienna Lager 20 l,Irish Lager,20.0,1.05,1.012,4.94,25.21,5.96,24.0,90,1.041,73.0,Specific Gravity,All Grain
63683,Leprechao,Irish Red Ale,20.0,1.0490000000000002,1.012,4.89,32.53,27.74,30.0,60,1.033,70.0,Specific Gravity,All Grain
63685,Irish red,Irish Red Ale,12.3,1.046,1.01,4.74,21.6,9.56,16.09,60,1.035,70.0,Specific Gravity,All Grain
63699,Blondy - 201710,Irish Pale Ale,23.0,1.054,1.01,5.75,14.9,4.02,28.5,60,1.044,85.0,Specific Gravity,All Grain
63728,Rye Vienna Lager,Irish Lager,56.78,1.051,1.011,5.31,17.96,9.86,64.35,60,1.045,75.0,Specific Gravity,All Grain
63780,Red Irish Ale,Irish Red Ale,51.04,1.047,1.008,5.13,19.55,16.42,60.05,60,1.04,65.0,Specific Gravity,All Grain
63786,Vienna Lager,Irish Lager,20.82,1.05,1.012,4.98,20.15,8.34,25.02,60,1.041,60.0,Specific Gravity,BIAB
63793,Bock-si-cana,Irish Lager,20.18,1.078,1.0190000000000001,7.67,31.02,5.64,13.25,60,1.1179999999999999,90.0,Specific Gravity,Partial Mash
63807,Redemption,Irish Red Ale,11.36,1.047,1.0090000000000001,5.06,28.85,11.08,13.63,60,1.0390000000000001,79.0,Specific Gravity,BIAB
63810,Awesome Recipe,Irish Red Ale,3.79,1.0490000000000002,1.0090000000000001,5.2,30.0,29.49,7.57,60,1.024,35.0,Specific Gravity,extract
63822,2018 Sorachi Ace Cream Ale,Irish Cream Ale,20.82,1.053,1.011,5.44,19.25,3.65,28.39,90,1.0390000000000001,75.0,Specific Gravity,All Grain
63835,NorCal-Irish Red Ale,Irish Red Ale,18.93,1.047,1.012,4.53,51.06,15.49,9.46,60,1.094,35.0,Specific Gravity,extract
63838,Tea & Toast,Irish Pale Ale,3.79,1.055,1.015,5.26,19.34,9.56,5.68,60,1.037,68.0,Specific Gravity,All Grain
63860,OCBS Cream Ale,Irish Cream Ale,19.68,1.044,1.01,4.46,19.74,4.48,11.36,60,1.0759999999999998,35.0,Specific Gravity,extract
63885,Scoot-Scoot Red,Irish Red Ale,20.82,1.06,1.016,5.86,40.39,16.04,13.25,60,1.095,35.0,Specific Gravity,extract
63928,Foley's Irish Red Ale,Irish Red Ale,37.85,1.0590000000000002,1.01,6.34,26.1,12.89,37.85,60,1.0590000000000002,70.0,Specific Gravity,All Grain
63939,Cream Ale,Irish Cream Ale,19.0,1.042,1.0070000000000001,4.63,20.81,5.88,28.5,60,1.028,72.0,Specific Gravity,All Grain
63961,Beoir an Athair,Irish Pale Ale,20.82,1.044,1.008,4.77,13.5,15.3,27.6,60,1.033,76.0,Specific Gravity,BIAB
63970,American Cream,Irish Cream Ale,10.0,1.054,1.014,5.35,15.5,3.43,10.0,60,1.054,70.0,Specific Gravity,All Grain
64035,Irish Red II,Irish Red Ale,20.82,1.0490000000000002,1.014,4.68,21.15,20.62,28.39,60,1.036,60.0,Specific Gravity,All Grain
64068,Belgian Blonde Ale #2,Irish Pale Ale,21.0,1.061,1.014,6.26,45.99,3.52,28.5,60,1.045,75.0,Specific Gravity,All Grain
64083,Cream Ale,Irish Cream Ale,9.46,1.043,1.008,4.62,28.1,3.58,13.25,60,1.031,75.0,Specific Gravity,BIAB
64084,Irish Red Ale,Irish Red Ale,23.0,1.052,1.013,5.18,27.29,11.98,28.0,70,1.043,75.0,Specific Gravity,All Grain
64117,Patersvaatje Refectory Ale,Irish Pale Ale,18.93,1.05,1.012,4.92,32.27,4.59,22.71,60,1.042,70.0,Specific Gravity,All Grain
